metric,players_compared,correlation,first_half_mean,second_half_mean
non_penalty_xg_p90,892,0.8131212794713607,0.09876513301649764,0.09941416833187187
non_penalty_shots_p90,892,0.8940753082514203,1.0992186450372048,1.1155542033421566
average_non_penalty_xg_per_shot,892,0.38633590360433634,0.07545311196521119,0.07512649985692317
successful_box_receipts_p90,892,0.8843442812693204,1.024024140073539,1.0330127738883859
xg_assisted_p90,892,0.7457851032844179,0.07216872422262782,0.07278159264608292
completed_open_play_passes_p90,892,0.9354731267891151,26.714569245809518,26.771340237199105
final_third_pressures_p90,892,0.9242441343681564,2.861098186585588,2.8889793162565685
counterpressures_p90,892,0.8693412219857106,3.0572277136011845,3.0534384898013998
ball_security_errors_p90,892,0.9401402848627844,2.50488419445244,2.5012509632484536
